"Date","Open","High","Low","Close","Volume","Adjusted"
2000-05-15,52.188,52.519,51.432,34.6875,33899600,22.930761
2000-05-16,52.614,53.417,52.236,34.75,48410600,22.972086
2000-05-17,52.094,52.283,50.865,33.84375,53242000,22.372984
2000-05-18,51.479,51.479,49.825,33.09375,53640400,21.877188
2000-05-19,49.447,49.872,48.785,32.53125,66578000,21.505335
2000-05-22,49.257,49.352,47.225,32.09375,69955000,21.216116
2000-05-23,48.312,49.588,47.698,31.59375,57963200,20.885584
2000-05-24,47.745,50.345,47.65,32.78125,85482400,21.670605
2000-05-25,48.832,48.974,46.232,30.75,94348800,20.327808
2000-05-26,46.941,47.367,45.665,30.71875,55822000,20.307146
2000-05-30,47.225,48.501,46.894,31.6875,68536400,20.947557
2000-05-31,48.135,48.182,46.941,31.28125,54968200,20.678995
2000-06-01,48.69,49.919,48.265,32.28125,94507200,21.340065
2000-06-02,49.919,50.487,49.163,33.15625,80463200,21.918501
2000-06-05,49.931,51.716,49.919,33.4375,64400000,22.104429
2000-06-06,51.574,52.85,51.29,34.8125,99019000,23.01339
2000-06-07,52.377,53.512,50.77,35.25,76310600,23.302616
2000-06-08,54.127,54.552,51.621,34.40625,94765600,22.744835
2000-06-09,52.661,52.708,51.668,34.40625,35710200,22.744835
2000-06-12,52.188,52.188,50.203,33.4375,49260600,22.104429
2000-06-13,50.487,51.432,50.014,33.9375,44289200,22.434961
2000-06-14,52.803,53.701,52.567,35.25,79992400,23.302616
2000-06-15,53.559,54.977,53.417,36.1875,65592600,23.922361
2000-06-16,54.93,55.308,54.079,36.28125,68710600,23.984337
2000-06-19,54.883,55.828,54.457,36.84375,46604800,24.35618
2000-06-20,55.876,56.916,55.781,37.46875,62275000,24.769348
2000-06-21,58.239,62.163,58.192,40.34375,160399600,26.669914
2000-06-22,61.548,62.021,59.988,39.9375,87315200,26.401363
2000-06-23,60.461,60.556,58.239,38.84375,49811600,25.678324
2000-06-26,58.617,60.603,58.617,39.75,48287000,26.277416
2000-06-27,59.941,60.603,59.279,39.40625,31071200,26.050182
2000-06-28,59.752,60.556,59.468,39.46875,37459200,26.091484
2000-06-29,59.185,59.705,58.286,38.59375,38449000,25.513058
2000-06-30,58.286,60.508,58.003,40,52356400,26.442682
2000-07-03,60.272,60.556,60.036,40,15734800,26.442682
2000-07-05,60.414,60.414,59.185,39.25,34824400,25.946877
2000-07-06,59.657,61.785,59.374,40.46875,47873200,26.752548
2000-07-07,61.465,62.683,60.934,41,54153200,27.103748
2000-07-10,61.028,61.501,60.036,39.71875,52689800,26.256741
2000-07-11,59.61,60.886,59.374,39.5625,37164800,26.153461
2000-07-12,59.185,61.265,58.381,40.15625,58370200,26.545969
2000-07-13,59.61,60.508,58.523,39.96875,80843200,26.422024
2000-07-14,60.13,60.319,59.326,39.46875,51180600,26.091484
2000-07-17,59.185,60.177,58.617,39.09375,53992800,25.843586
2000-07-18,58.712,60.13,58.57,39.25,70617200,25.946877
2000-07-19,57.53,58.617,55.072,36.5625,139924600,24.170269
2000-07-20,55.545,56.916,55.308,37.40625,54690600,24.728039
2000-07-21,56.537,56.726,54.363,36.15625,56100600,23.901703
2000-07-24,54.505,54.552,52.945,35.28125,56165600,23.323273
2000-07-25,53.559,53.701,51.716,34.5,64188600,22.806812
2000-07-26,52.236,52.567,50.865,33.90625,85404600,22.414303
2000-07-27,51.337,53.039,51.054,34.6875,74337600,22.930761
2000-07-28,53.654,54.316,52.661,34.84375,75645600,23.034048
2000-07-31,53.087,53.796,52.377,34.90625,70283800,23.075371
2000-08-01,52.897,52.992,51.574,34.34375,47163600,22.703524
2000-08-02,51.857,53.276,51.81,34.6875,48269200,22.930761
2000-08-03,51.574,53.228,51.527,35.125,54543400,23.219971
2000-08-04,52.519,52.85,51.574,34.5625,38107400,22.848133
2000-08-07,53.087,53.796,52.756,35,52741800,23.137344
2000-08-08,52.992,56.49,52.945,37.0625,138038800,24.500799
2000-08-09,55.781,56.632,55.308,37.125,63945600,24.542105
2000-08-10,55.828,56.017,54.268,36.3125,48986000,24.004992
2000-08-11,54.788,54.977,54.174,36.21875,35629600,23.943022
2000-08-14,54.694,55.497,53.985,36.09375,53427000,23.860388
2000-08-15,54.457,55.214,54.079,35.8125,40714200,23.674456
2000-08-16,54.363,54.647,53.37,35.5,44976200,23.467875
2000-08-17,53.796,54.457,53.37,35.78125,36112800,23.653807
2000-08-18,53.796,54.032,52.945,35.5,54438800,23.467875
2000-08-21,53.465,53.559,52.992,35.3125,34119600,23.343931
2000-08-22,53.559,54.788,53.11,35.625,54428200,23.550508
2000-08-23,53.559,53.796,53.228,35.375,36726800,23.385244
2000-08-24,53.417,53.843,52.897,35.5625,42405400,23.509193
2000-08-25,53.465,54.221,53.37,35.3125,52729400,23.343931
2000-08-28,53.087,54.552,53.039,35.65625,56421600,23.571165
2000-08-29,53.843,55.025,53.607,35.46875,59400200,23.447222
2000-08-30,53.465,53.654,52.708,35,53498800,23.137344
2000-08-31,53.607,54.457,52.708,34.90625,72575400,23.075371
2000-09-01,52.945,53.417,52.708,35.09375,37629800,23.199318
2000-09-05,52.945,53.465,52.803,35.0625,50755200,23.178654
2000-09-06,52.992,53.465,52.425,34.71875,62960800,22.951418
2000-09-07,52.945,54.505,52.519,35.03125,111711200,23.158007
2000-09-08,53.228,53.607,52.33,34.65625,56709600,22.910103
2000-09-11,52.283,52.708,51.479,34.40625,48495200,22.744835
2000-09-12,51.999,52.425,51.148,34.0625,46781200,22.517593
2000-09-13,51.101,51.999,50.817,34.125,40744800,22.558908
2000-09-14,51.952,51.999,49.683,32.90625,78503000,21.753237
2000-09-15,49.494,49.636,47.887,32.09375,99915200,21.216116
2000-09-18,48.596,48.879,47.036,31.5,69037800,20.823608
2000-09-19,48.123,49.73,47.934,32.5,79311200,21.484673
2000-09-20,49.068,49.163,47.792,32.125,67791400,21.236769
2000-09-21,48.407,49.257,48.076,32.09375,48952200,21.216116
2000-09-22,46.232,48.028,46.138,31.625,84476600,20.906244
2000-09-25,47.839,48.028,45.712,30.625,53484200,20.245174
2000-09-26,46.09,49.825,45.712,31.34375,155704800,20.720312
2000-09-27,47.981,48.076,45.239,30.3125,106155600,20.038597
2000-09-28,45.996,46.799,45.854,30.65625,52360400,20.265833
2000-09-29,46.138,46.374,44.341,30.15625,74053600,19.935301
2000-10-02,45.759,45.996,44.058,29.5625,58562400,19.542791
2000-10-03,45.05,45.239,42.734,28.28125,85374000,18.695805
2000-10-04,42.639,42.781,41.221,27.71875,136453400,18.323948
2000-10-05,41.978,43.301,41.789,27.6875,81099400,18.303293
2000-10-06,42.214,42.923,41.41,27.78125,61794000,18.365267
2000-10-09,42.072,42.167,40.087,27.09375,58323600,17.910786
2000-10-10,40.796,42.025,40.701,27.28125,62066200,18.034733
2000-10-11,40.843,43.065,40.843,27.875,101205800,18.427248
2000-10-12,42.592,43.018,40.701,27.1875,90219600,17.972765
2000-10-13,40.749,41.505,39.425,26.875,104521200,17.766178
2000-10-16,40.465,40.701,37.487,25.1875,119759000,16.650627
2000-10-17,39.236,39.661,38.007,25.21875,81276600,16.671286
2000-10-18,37.534,40.276,36.636,25.875,110536400,17.105108
2000-10-19,44.199,47.036,43.868,30.9375,256993200,20.451759
2000-10-20,46.374,50.014,46.232,32.59375,160378600,21.546652
2000-10-23,48.879,50.108,45.901,31.0625,185170400,20.534395
2000-10-24,47.367,47.603,45.523,30.75,94427400,20.327808
2000-10-25,46.847,47.981,45.712,30.625,167603800,20.245174
2000-10-26,46.138,49.21,45.996,32.21875,114826600,21.298746
2000-10-27,48.927,52.33,48.879,33.84375,124292400,22.372984
2000-10-30,51.054,53.039,50.959,34.53125,110057600,22.827467
2000-10-31,52.188,52.567,51.432,34.4375,104474000,22.765495
2000-11-01,51.81,52.992,51.763,34.8125,81309400,23.01339
2000-11-02,53.228,53.583,52.661,35.15625,77985200,23.240635
2000-11-03,52.377,52.661,51.479,34.125,68711000,22.558908
2000-11-06,51.952,53.039,51.621,34.75,74851400,22.972086
2000-11-07,52.756,54.363,52.567,35.25,104331200,23.302616
2000-11-08,53.796,54.741,51.432,34.71875,206149400,22.951418
2000-11-09,51.81,53.937,51.763,35.4375,91058600,23.426558
2000-11-10,52.897,53.181,50.534,33.6875,93744400,22.269697
2000-11-13,50.439,51.527,48.714,33.21875,83364800,21.95982
2000-11-14,51.432,52.803,50.912,34.40625,84218600,22.744835
2000-11-15,52.236,53.607,51.952,35.03125,60422200,23.158007
2000-11-16,52.519,54.079,52.141,34.46875,92128600,22.78615
2000-11-17,52.519,52.945,51.278,34.53125,106525600,22.827467
2000-11-20,51.527,51.81,49.588,33.59375,80157200,22.207714
2000-11-21,50.959,52.377,50.959,33.875,59487600,22.393639
2000-11-22,49.967,52.567,49.919,34.125,76343200,22.558908
2000-11-24,52.188,53.276,51.81,34.96875,34439200,23.116684
2000-11-27,54.032,54.647,53.417,35.34375,85307600,23.364586
2000-11-28,52.472,52.756,50.534,33.5,127446200,22.145746
2000-11-29,50.534,50.77,47.839,32.53125,98280400,21.505335
2000-11-30,46.894,46.941,43.112,28.6875,197200800,18.964365
2000-12-01,43.916,45.854,42.403,28.3125,109809800,18.716459
2000-12-04,43.301,44.625,41.741,28.21875,80407200,18.654478
2000-12-05,44.767,45.759,44.058,29.9375,101734400,19.790691
2000-12-06,45.381,45.428,42.403,28.34375,90560800,18.737118
2000-12-07,40.418,40.843,39.519,26.5625,145308400,17.559587
2000-12-08,41.316,42.261,40.418,27.21875,120939800,17.993425
2000-12-11,41.978,44.436,41.599,29.03125,95576200,19.191607
2000-12-12,43.727,45.381,42.923,29.1875,63106000,19.294889
2000-12-13,45.759,45.759,42.97,28.625,98360400,18.92305
2000-12-14,43.821,44.424,41.883,27.75,71201400,18.344608
2000-12-15,38.609,39.33,36.116,24.59375,116899800,16.258121
2000-12-18,37.061,37.818,35.549,23.90625,107187400,15.803632
2000-12-19,35.879,36.305,33.658,22.40625,120271800,14.812032
2000-12-20,32.381,33.28,31.294,20.75,149037800,13.717138
2000-12-21,30.821,34.13,30.49,21.71875,163173000,14.357557
2000-12-22,33.847,35.643,33.847,23.21875,109551800,15.349153
2000-12-26,35.454,36.73,34.698,23.4375,66941600,15.493752
2000-12-27,34.887,35.407,34.036,23.21875,69003800,15.349153
2000-12-28,34.13,34.981,33.185,22.28125,77619200,14.729398
2000-12-29,33.232,34.65,32.523,21.6875,99977600,14.336884
2001-01-02,33.374,34.036,32.429,21.6875,82413200,14.336884
2001-01-03,32.665,36.967,32.618,23.96875,135962200,15.84495
2001-01-04,36.163,38.196,35.454,24.21875,112397000,16.010218
2001-01-05,36.683,37.723,35.974,24.5625,93414600,16.237453
2001-01-08,37.014,37.629,35.312,24.46875,79817600,16.175482
2001-01-09,37.818,39.803,37.629,25.90625,114965400,17.125763
2001-01-10,38.574,40.701,38.385,26.4375,90230200,17.476965
2001-01-11,40.087,42.167,39.567,27.5,101854800,18.179344
2001-01-12,41.505,41.599,39.709,26.75,73712000,17.683538
2001-01-16,40.37,40.465,38.669,26.28125,68462400,17.373663
2001-01-17,40.559,41.505,39.756,26.46875,72844200,17.497612
2001-01-18,40.607,42.498,39.803,27.75,109788800,18.344608
2001-01-19,45.381,46.468,44.53,30.5,209348800,20.162537
2001-01-22,45.948,46.138,44.625,30.0625,76673000,19.873327
2001-01-23,45.192,46.09,44.578,30.28125,70295200,20.017939
2001-01-24,46.138,47.981,45.948,31.46875,110455000,20.80295
2001-01-25,47.461,48.407,46.563,30.90625,85657400,20.431103
2001-01-26,46.138,48.643,46.138,32,93080000,21.154142
2001-01-29,48.076,48.879,48.028,32.25,84983800,21.319405
2001-01-30,48.785,48.974,47.556,31.6875,57276800,20.947557
2001-01-31,47.65,48.218,46.138,30.53125,81898800,20.183195
2001-02-01,45.996,47.367,45.665,31.1875,71792800,20.617023
2001-02-02,47.272,47.934,45.948,30.40625,71100000,20.100569
2001-02-05,45.948,46.941,45.57,30.96875,51399200,20.472414
2001-02-06,46.941,48.265,46.658,31.28125,96442000,20.678995
2001-02-07,46.894,49.21,46.752,32.34375,126061800,21.381382
2001-02-08,48.218,48.785,46.894,31.125,88041200,20.575708
2001-02-09,46.374,46.563,44.247,29.5625,100575200,19.542791
2001-02-12,44.483,44.956,43.254,29.375,71289400,19.418846
2001-02-13,45.098,46.185,43.963,29.09375,76070600,19.23292
2001-02-14,43.585,44.625,42.639,29.1875,61728400,19.294889
2001-02-15,44.625,45.523,43.774,29.40625,65627800,19.439501
2001-02-16,43.112,44.058,42.45,28.65625,66958400,18.943697
2001-02-20,43.396,44.058,41.883,27.9375,60730800,18.468557
2001-02-21,41.789,43.916,41.741,28.125,63947200,18.59251
2001-02-22,42.592,42.97,40.749,27.59375,100816400,18.241322
2001-02-23,41.174,43.49,41.079,28.375,92620600,18.757774
2001-02-26,43.585,45.334,43.396,29.78125,87936800,19.687399
2001-02-27,44.908,46.279,44.377,29.6875,99148600,19.625433
2001-02-28,45.05,45.44,44.01,29.5,84608400,19.501472
2001-03-01,44.294,45.003,42.545,29.679649,81781600,19.620228
2001-03-02,43.49,43.963,42.687,28.34375,79800800,18.737118
2001-03-05,43.301,44.341,42.781,28.71875,49383600,18.985016
2001-03-06,44.341,45.381,44.152,29.71875,66781800,19.646086
2001-03-07,45.287,46.232,44.861,30.34375,59743600,20.059248
2001-03-08,45.618,45.83,44.199,29.625,54626000,19.58411
2001-03-09,43.821,44.01,41.505,28.34375,103794400,18.737118
2001-03-12,41.363,41.599,39.047,25.96875,114376000,17.16708
2001-03-13,39.472,41.41,39.33,27.09375,91035600,17.910786
2001-03-14,39.709,41.789,39.472,27,90686200,17.848803
2001-03-15,41.836,42.415,40.465,26.84375,71638400,17.74552
2001-03-16,39.709,41.694,39.697,27.28125,112848800,18.034733
2001-03-19,41.221,41.978,40.181,27.15625,61036400,17.952099
2001-03-20,41.269,42.45,39.803,26.34375,91822800,17.414982
2001-03-21,39.519,40.276,37.629,25.03125,124988600,16.547331
2001-03-22,38.243,40.89,38.196,27,126363200,17.848803
2001-03-23,41.552,43.112,41.127,28.28125,99519600,18.695805
2001-03-26,43.207,43.49,42.025,28.03125,63118600,18.530537
2001-03-27,42.403,44.294,42.261,29.125,95135600,19.253574
2001-03-28,43.396,43.821,41.883,27.78125,78681600,18.365267
2001-03-29,41.883,43.254,41.269,27.6875,86985000,18.303293
2001-03-30,42.167,42.498,40.749,27.34375,91201600,18.076056
2001-04-02,41.458,43.065,41.316,27.90625,75924000,18.447899
2001-04-03,41.836,41.836,39.898,26.6875,94187600,17.642221
2001-04-04,40.37,41.599,38.621,25.96875,104046600,17.16708
2001-04-05,40.654,43.396,40.465,28.375,113364000,18.757774
2001-04-06,42.639,43.254,41.647,28.09375,92622000,18.57185
2001-04-09,42.787,43.43,42.099,28.575001,56295600,18.889988
2001-04-10,43.831,45.449,43.702,29.84,109199400,19.726242
2001-04-11,45.873,46.516,45.154,30.02,109879600,19.845232
2001-04-12,45.048,47.128,44.89,31.09,87520000,20.552576
2001-04-16,46.44,46.576,45.472,30.395,65857400,20.09313
2001-04-17,45.774,46.977,45.411,30.74,85149200,20.321194
2001-04-18,47.945,50.154,47.65,32.715,156696400,21.626802
2001-04-19,49.776,52.188,49.73,34.02,159375600,22.4895
2001-04-20,53.172,53.777,51.81,34.5,192919600,22.806812
2001-04-23,51.515,51.787,50.6,34.125,92171200,22.558908
2001-04-24,51.583,52.892,50.782,33.775002,89176600,22.327532
2001-04-25,51.107,52.786,50.865,34.845001,76744000,23.03488
2001-04-26,52.998,53.701,51.621,34.564999,118737600,22.849777
2001-04-27,52.589,52.703,50.078,33.560001,121572400,22.185408
2001-04-30,51.833,52.234,51.19,33.875,74368200,22.393639
2001-05-01,51.175,53.172,51.129,35.084999,83702800,23.193525
2001-05-02,53.701,53.815,52.453,34.880001,92864400,23.058014
2001-05-03,52.377,53.081,51.538,34.264999,66273400,22.651457
2001-05-04,51.432,53.739,51.402,35.375,119538400,23.385244
2001-05-07,53.572,54.571,53.474,35.689999,109356200,23.593481
2001-05-08,54.268,54.533,53.512,36.029999,75084000,23.818237
2001-05-09,53.883,53.928,52.839,35.200001,76676600,23.269556
2001-05-10,53.799,53.883,52.914,35,64334600,23.137344
2001-05-11,52.914,52.945,51.924,34.700001,51128800,22.93902
2001-05-14,52.287,52.34,51.659,34.360001,44968000,22.714262
2001-05-15,51.992,52.415,51.432,34.134998,61385600,22.565521
2001-05-16,51.205,52.854,50.925,34.580002,91893800,22.859695
2001-05-17,52.264,53.051,51.092,34.084999,106984800,22.532465
2001-05-18,51.198,52.34,50.865,34.044998,90605400,22.506021
2001-05-21,51.47,52.937,51.243,34.395,103491600,22.737392
2001-05-22,52.529,53.209,52.325,35.154999,83455600,23.239805
2001-05-23,53.24,54.155,52.574,34.849998,93637400,23.038189
2001-05-24,52.899,54.291,52.393,35.860001,80781600,23.70586
2001-05-25,54.2,54.382,53.217,35.455002,52747600,23.438135
2001-05-29,53.55,54.268,52.983,35.169998,71210800,23.249725
2001-05-30,52.612,53.383,51.924,34.595001,86501800,22.869616
2001-05-31,52.559,53.232,51.735,34.59,70682600,22.866299
2001-06-01,52.642,53.474,51.961,35.169998,57587600,23.249725
2001-06-04,53.361,53.716,52.793,35.389999,43736600,23.395157
2001-06-05,53.52,55.274,53.323,36.299999,89454200,23.996733
2001-06-06,55.131,55.577,54.117,36.18,80022800,23.9174
2001-06-07,54.548,55.766,54.518,36.84,66960000,24.353714
2001-06-08,55.743,55.781,54.495,36.595001,51867000,24.191744
2001-06-11,55.1,55.1,54.087,36.060001,47345600,23.838076
2001-06-12,53.716,54.768,53.557,36.040001,66714600,23.824856
2001-06-13,54.495,54.684,53.429,35.345001,55302400,23.365417
2001-06-14,53.111,53.361,51.735,34.450001,71972400,22.773762
2001-06-15,51.061,51.659,50.222,34.009998,108354400,22.482885
2001-06-18,51.394,51.402,49.927,33.439999,56846800,22.106081
2001-06-19,51.591,52.075,50.562,33.66,63457400,22.251514
2001-06-20,50.782,52.635,50.751,34.705002,64108400,22.942329
2001-06-21,52.302,53.361,52.128,34.919998,69603800,23.084454
2001-06-22,52.945,53.406,51.871,34.415001,51092000,22.75062
2001-06-25,52.264,52.801,51.258,34.424999,49215600,22.757231
2001-06-26,51.296,53.104,51.205,35.07,63077000,23.183619
2001-06-27,52.839,54.102,52.461,35.57,69199800,23.514154
2001-06-28,54.117,57.596,53.346,36.369999,128975600,24.043007
2001-06-29,54.911,55.524,54.004,36.5,94283800,24.128952
2001-07-02,54.495,55.327,53.058,35.299999,72810200,23.335665
2001-07-03,53.172,53.55,52.892,35.235001,28037400,23.29269
2001-07-05,53.111,53.489,51.765,34.255001,49242600,22.64485
2001-07-06,51.659,51.735,49.67,33.029999,67467800,21.835035
2001-07-09,50.071,50.608,49.193,32.845001,66476600,21.712749
2001-07-10,49.844,50.108,48.671,32.240002,66562600,21.312799
2001-07-11,48.565,50.487,48.558,33.25,73822600,21.980476
2001-07-12,53.474,54.495,53.194,35.799999,128078000,23.666199
2001-07-13,54.004,54.457,53.656,35.669998,58934600,23.580263
2001-07-16,54.041,54.578,53.058,35.59,55990800,23.527376
2001-07-17,53.444,54.465,53.051,35.91,63241000,23.738916
2001-07-18,53.399,54.079,52.846,35.285,57590800,23.325747
2001-07-19,53.867,55.214,53.867,36.285,76549400,23.986813
2001-07-20,51.455,52.491,51.387,34.59,124203600,22.866299
2001-07-23,52.37,52.37,50.184,33.544998,79999400,22.175489
2001-07-24,50.676,51.424,49.692,33.16,67530200,21.920977
2001-07-25,50.116,51.069,49.624,33.740002,74065400,22.304403
2001-07-26,50.766,50.918,49.541,33.294998,77974000,22.010235
2001-07-27,49.957,50.108,49.201,32.735001,65396000,21.640028
2001-07-30,49.655,50.585,49.571,32.900002,42196400,21.749107
2001-07-31,49.927,50.971,49.806,33.095001,59031600,21.878014
2001-08-01,50.524,50.532,49.738,33.235001,55679000,21.970562
2001-08-02,50.834,51.084,50.116,33.724998,54198400,22.294477
2001-08-03,50.903,50.948,49.919,33.445,43260400,22.109383
2001-08-06,50.32,50.766,49.677,33.064999,27831600,21.858179
2001-08-07,49.95,50.713,49.912,33.174999,31347800,21.930902
2001-08-08,50.305,50.857,48.777,32.43,54996400,21.438404
2001-08-09,49.148,49.579,48.633,32.505001,45536200,21.487986
2001-08-10,48.989,49.813,47.575,32.759998,51756400,21.656563
2001-08-13,49.344,49.912,48.974,32.915001,32675400,21.759026
2001-08-14,49.73,49.987,48.747,32.345001,36481200,21.382206
2001-08-15,48.944,49.201,47.802,31.6,39503000,20.889717
2001-08-16,47.529,48.944,47.423,32.310001,43905600,21.359079
2001-08-17,48.24,48.505,46.516,30.940001,52234200,20.453409
2001-08-20,46.637,47.461,46.213,31.35,48371200,20.724445
2001-08-21,47.423,47.802,45.918,30.389999,47111800,20.089825
2001-08-22,46.236,46.251,44.685,30.33,78107200,20.050161
2001-08-23,45.888,46.538,44.625,29.559999,51813200,19.541138
2001-08-24,45.079,47.106,44.799,31.025,63399000,20.509605
2001-08-27,46.818,47.923,46.569,31.155001,44562800,20.595539
2001-08-28,47.151,47.612,45.82,30.370001,47422800,20.076605
2001-08-29,46.175,46.364,45.033,30.125,48170000,19.914644
2001-08-30,44.655,45.124,42.749,28.469999,97632000,18.820585
2001-08-31,42.999,43.914,42.583,28.525,57900800,18.856934
2001-09-04,43.256,44.685,42.409,28.049999,67189200,18.542933
2001-09-05,42.492,44.163,41.894,28.870001,89470600,19.085009
2001-09-06,42.779,44.163,42.28,28.01,112356800,18.516481
2001-09-07,42.439,43.384,41.834,27.700001,89863800,18.311558
2001-09-10,41.539,43.831,41.373,28.790001,84471800,19.032116
2001-09-17,40.858,41.675,39.935,26.455,127502000,17.488531
